Mese,Giorno,Data_n,Data,Ora,Luogo,Feriti,Tipo_Sinistro,lat,lng,geocoding,fid,UPL,UPL_nome,Quartiere,circoscrizione,Id_Quartiere
Giugno,Sabato,"19",19/06/2022,01:40:00,CORSO CALATAFIMI nr. 91,"0",C,38.110924,13.349653,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Giugno,Venerdì,"24",24/06/2022,14:20:00,VIA CAPPUCCINI intersezione VIA PINDEMONTE,"0",C,38.110573,13.339776,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Luglio,Venerdì,"1",01/07/2022,19:50:00,PIAZZA INDIPENDENZA intersezione CORSO CALATAFIMI,"0",C,38.110989,13.34983,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Luglio,Sabato,"2",02/07/2022,17:20:00,PIAZZA INDIPENDENZA altezza (inters.) CORSO RE RUGGERO,"0",C,38.109995,13.352699,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Luglio,Mercoledì,"6",06/07/2022,16:30:00,PIAZZA CAPPUCCINI di fronte al civico 1,"0",C,38.11144,13.339323,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Luglio,Giovedì,"7",07/07/2022,03:20:00,VIA MARINUZZI GINO intersezione VIA DICILLO ROCCO,"0",C,38.102818,13.33643,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Luglio,Domenica,"17",17/07/2022,18:00:00,CORSO PISANI PIETRO nr. 182,"0",C,38.107191,13.347443,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Agosto,Martedì,"2",02/08/2022,18:30:00,VIALE REGIONE SICILIANA N.O. carr. centrale sottovia pitr?,"2",F,38.110378,13.329966,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Agosto,Sabato,"13",13/08/2022,14:00:00,LARGO CALATAFIMI altezza del civico 739,"1",F,38.11024,13.347199,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Agosto,Lunedi,"22",22/08/2022,08:30:00,CORSO CALATAFIMI intersezione con VIA MARINUZZI GINO,"1",F,38.10488,13.334778,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Agosto,Mercoledì,"25",25/08/2022,10:40:00,CORSO CALATAFIMI altezza del civico 136,"1",F,38.107741,13.341853,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Agosto,Martedì,"30",30/08/2022,18:45:00,PIAZZA INDIPENDENZA altezza del civico 83,"0",C,38.11099,13.349821,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Settembre,Venerdì,"2",02/09/2022,18:45:00,CORSO ALBERTO AMEDEO altezza (inters.) CORSO CALATAFIMI,"0",C,38.111883,13.352025,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Settembre,Venerdì,"16",16/09/2022,19:50:00,CORSO PISANI PIETRO altezza del civico 26,"0",C,38.109366,13.349988,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Settembre,Sabato,"17",17/09/2022,12:00:00,CORSO CALATAFIMI intersezione con VIA ONORATO CARMELO,"1",F,38.109169,13.345353,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Settembre,Giovedì,"22",22/09/2022,09:35:00,CORSO CALATAFIMI altezza del civico 31,"1",F,38.111748,13.351662,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Settembre,Giovedì,"22",22/09/2022,16:00:00,VIALE REGIONE SICILIANA N.O. carreggiata centrale altezza,"0",C,38.111748,13.351662,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Settembre,Venerdì,"23",23/09/2022,15:45:00,VIALE REGIONE SICILIANA N.O. carr. centrale -,"0",C,38.113578,13.329516,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Settembre,Sabato,"24",24/09/2022,10:15:00,CORSO CALATAFIMI nr. 247,"1",F,38.108411,13.343367,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Settembre,Mercoledì,"29",29/09/2022,05:40:00,CORSO CALATAFIMI altezza del civico 90,"1",F,38.109094,13.345132,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Settembre,Venerdì,"30",30/09/2022,01:45:00,CORSO PISANI PIETRO altezza del civico 35,"0",C,38.109321,13.349976,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Ottobre,Domenica,"2",02/10/2022,03:30:00,VIA CAMARDA DEMETRIO altezza del civico 6,"0",C,38.110798,13.335249,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Ottobre,Lunedi,"3",03/10/2022,20:15:00,VIA CAPPUCCINI altezza del civico 261,"1",F,38.110716,13.341873,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Ottobre,Giovedì,"6",06/10/2022,16:30:00,CORSO CALATAFIMI altezza del civico 31,"0",C,38.111738,13.351628,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Ottobre,Lunedi,"10",10/10/2022,08:25:00,CORSO CALATAFIMI altezza del civico 22,"1",F,38.110684,13.349012,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Ottobre,Sabato,"15",15/10/2022,21:40:00,CORSO RE RUGGERO altezza VILLA D'ORLEANS,"1",F,38.109482,13.353463,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Ottobre,Martedì,"18",18/10/2022,17:30:00,CORSO CALATAFIMI altezza del civico 371,"1",F,38.10688,13.339636,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Ottobre,Mercoledì,"26",26/10/2022,12:25:00,CORSO CALATAFIMI intersezione CORSO ALBERTO AMEDEO,"2",F,38.11192,13.352037,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Novembre,Giovedì,"3",03/11/2022,10:05:00,CORSO PISANI PIETRO altezza del civico 181,"0",C,38.107088,13.346889,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Novembre,Giovedì,"3",03/11/2022,13:00:00,VIALE REGIONE SICILIANA in prossimità di VIA G. PITRE',"0",C,38.11076,13.329901,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Novembre,Sabato,"5",05/11/2022,03:50:00,PIAZZA INDIPENDENZA nr. 13,"0",C,38.10989,13.350984,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Novembre,Sabato,"12",12/11/2022,16:00:00,VIA DANISINNI altezza del civico 6,"0",C,38.111585,13.34907,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Novembre,Venerdì,"18",18/11/2022,13:00:00,CORSO CALATAFIMI altezza del civico 31,"1",F,38.111719,13.35155,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Novembre,Giovedì,"24",24/11/2022,14:45:00,VIA CATALANO AGOSTINO altezza 28,"1",F,38.103566,13.341108,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Novembre,Martedì,"29",29/11/2022,18:31:00,CORSO CALATAFIMI di fronte al civico 86,"2",F,38.109872,13.347132,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Dicembre,Giovedì,"2",02/12/2022,03:00:00,VIA CAMARDA DEMETRIO di fronte al civico 17,"0",C,38.111037,13.335929,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Dicembre,Domenica,"5",05/12/2022,08:15:00,PIAZZA INDIPENDENZA altezza del civico 13,"1",F,38.109892,13.351002,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Dicembre,Lunedi,"5",05/12/2022,16:30:00,CORSO CALATAFIMI intersezione PIAZZA INDIPENDENZA,"0",C,38.11097,13.349837,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Dicembre,Mercoledì,"7",07/12/2022,23:10:00,PIAZZA INDIPENDENZA intersezione CORSO CALATAFIMI,"1",F,38.110939,13.349767,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Dicembre,Lunedi,"12",12/12/2022,11:30:00,VIA PAGANO GIUSEPPE intersezione VIA ARCOLEO GIUSEPPE,"0",C,38.105862,13.333669,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Dicembre,Martedì,"20",20/12/2022,16:55:00,PIAZZA INDIPENDENZA altezza corso Calatafim,"2",F,38.110966,13.349772,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Dicembre,Giovedì,"22",22/12/2022,12:00:00,VIA CATALANO AGOSTINO nr. 120,"1",F,38.105199,13.34269,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Dicembre,Giovedì,"23",23/12/2022,03:30:00,PIAZZA INDIPENDENZA altezza PRESID. REGIONE,"1",F,38.109966,13.351953,si,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Dicembre,Venerdì,"24",24/12/2022,05:50:00,CORSO CALATAFIMI intersezione con VIA MARINUZZI GINO,"1",F,38.10487,13.334777,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Dicembre,Venerdì,"30",30/12/2022,02:35:00,VIA PITRE' GIUSEPPE intersezione con VIA SALEMI FRANCESCO GEN.,"1",F,38.11051,13.33318,,"67","18",Cuba - Calatafimi,Cuba - Calatafimi,IV,"5"
Gennaio,Martedì,"11",11/01/2022,19:10:00,VIA MONGITORE ANTONINO intersezione LARGO GERBASI MICHELE,"2",F,38.109696,13.355543,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Gennaio,Mercoledì,"19",19/01/2022,09:30:00,VIA PORTA S.AGATA intersezione con VIA ROSSELLI,"1",F,38.109688,13.361753,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Gennaio,Domenica,"23",23/01/2022,13:05:00,CORSO TUKORY altezza del civico 131,"1",F,38.108874,13.359543,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Febbraio,Lunedi,"7",07/02/2022,19:40:00,CORSO TUKORY altezza del civico 194,"0",C,38.108748,13.358848,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Febbraio,Domenica,"13",13/02/2022,12:30:00,VIA SICILIANO VILLANUEVA LUIGI di fronte al civico 12,"0",C,38.109967,13.357358,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Febbraio,Venerdì,"18",18/02/2022,18:15:00,CORSO CALATAFIMI altezza del civico 15,"0",C,38.111954,13.352239,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Febbraio,Lunedi,"21",21/02/2022,14:40:00,CORSO TUKORY di fronte al civico 137,"1",F,38.1088,13.358971,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Marzo,Domenica,"6",06/03/2022,11:55:00,CORSO TUKORY altezza del civico 81,"0",C,38.109648,13.362935,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Marzo,Lunedi,"7",07/03/2022,10:25:00,PIAZZA INDIPENDENZA altezza amat,"1",F,38.110213,13.350427,si,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Marzo,Martedì,"8",08/03/2022,19:40:00,PIAZZA INDIPENDENZA altezza VIA CAPPUCCINI,"1",F,38.11103,13.34999,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Marzo,Venerdì,"18",18/03/2022,20:30:00,VIA CADORNA LUIGI GEN. intersezione con VIA PORTA DI CASTRO,"1",F,38.110796,13.355512,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Marzo,Mercoledì,"23",23/03/2022,20:20:00,PIAZZA VITTORIA di fronte al civico 26,"0",C,38.111585,13.355332,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Marzo,Domenica,"27",27/03/2022,15:00:00,CORSO TUKORY intersezione con VIA MAGG. PERNI FRANCESCO,"4",F,38.109043,13.360519,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Marzo,Martedì,"29",29/03/2022,13:32:00,PIAZZA INDIPENDENZA intersezione CORSO PISANI PIETRO,"0",C,38.109849,13.350701,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Aprile,Mercoledì,"6",06/04/2022,07:40:00,VIA SICILIANO VILLANUEVA LUIGI intersezione VIA DI CRISTINA GIOVANNI,"1",F,38.109894,13.357234,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Aprile,Domenica,"11",11/04/2022,00:50:00,PIAZZA DEL PARLAMENTO a mt. .,"0",C,38.112032,13.354448,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Aprile,Venerdì,"29",29/04/2022,08:00:00,VIA DEL BASTIONE altezza del civico 44,"2",F,38.110522,13.35414,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Aprile,Venerdì,"29",29/04/2022,12:00:00,VIA PUGLIA GIUSEPPE MARIO altezza .,"0",C,38.114035,13.36006,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Aprile,Sabato,"30",30/04/2022,15:30:00,VIA S.NICOLO' ALL'ALBERGHERIA intersezione con PIAZZA BARONIO MANFREDI F.,"0",C,38.111407,13.359849,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Maggio,Lunedi,"23",23/05/2022,14:00:00,PIAZZETTA BALLARO' altezza (inters.) RUA FORMAGGI,"0",C,38.112444,13.360063,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Maggio,Mercoledì,"25",25/05/2022,10:30:00,LARGO GERBASI MICHELE di fronte al civico 1,"0",C,38.109722,13.35526,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Maggio,Mercoledì,"25",25/05/2022,16:00:00,VIA AMODEI PIETRO altezza (inters.) VIA PONTICELLO DEL,"0",C,38.113961,13.362093,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Giugno,Lunedi,"6",06/06/2022,07:45:00,VIA DEL BASTIONE intersezione con VIA CADORNA LUIGI GEN.,"1",F,38.111358,13.35502,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Giugno,Lunedi,"14",14/06/2022,10:30:00,VIA DEI BENEDETTINI intersezione con CORTILE GERVASI,"1",F,38.109518,13.355091,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Giugno,Martedì,"21",21/06/2022,22:00:00,CORSO TUKORY nr. 12,"0",C,38.109837,13.36375,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Giugno,Giovedì,"23",23/06/2022,18:00:00,VIA VITTORIO EMANUELE nr. 414,"1",F,38.114341,13.358142,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Giugno,Mercoledì,"29",29/06/2022,12:00:00,PIAZZA INDIPENDENZA altezza (spec.) BAR SANTORO,"1",F,38.111344,13.350781,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Luglio,Giovedì,"1",01/07/2022,03:50:00,CORSO TUKORY di fronte al civico 90,"1",F,38.109195,13.361651,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Luglio,Venerdì,"1",01/07/2022,23:30:00,VIA VITTORIO EMANUELE altezza (spec.) 464,"1",F,38.113869,13.356965,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Luglio,Mercoledì,"6",06/07/2022,11:46:00,CORSO TUKORY altezza del civico 145,"0",C,38.108748,13.358986,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Luglio,Venerdì,"8",08/07/2022,13:35:00,CORSO TUKORY intersezione VIA PORTA S.AGATA,"1",F,38.109267,13.361703,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Luglio,Venerdì,"15",15/07/2022,17:45:00,CORSO TUKORY intersezione VIA AVOLIO CORRADO,"1",F,38.10905,13.36049,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Luglio,Lunedi,"18",18/07/2022,09:30:00,VIA MONGITORE ANTONINO intersezione con VIA CADORNA LUIGI GEN.,"1",F,38.109989,13.35623,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Luglio,Lunedi,"26",26/07/2022,07:50:00,CORSO TUKORY nr. 74,"1",F,38.109348,13.362184,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Luglio,Venerdì,"29",29/07/2022,17:20:00,PIAZZA INDIPENDENZA di fronte Pal. Orleans,"1",F,38.110152,13.352793,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Agosto,Mercoledì,"3",03/08/2022,12:40:00,CORSO CALATAFIMI di fronte al civico 51,"1",F,38.111544,13.351252,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Agosto,Mercoledì,"17",17/08/2022,15:35:00,VIA VITTORIO EMANUELE pressi 459,"1",F,38.113341,13.355643,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Agosto,Mercoledì,"31",31/08/2022,16:40:00,VIA MURA DI PORTA MONTALTO altezza (inters.) PIAZZA PORTA MONTALTO,"0",C,38.108722,13.355877,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Settembre,Domenica,"11",11/09/2022,17:30:00,VIA AVOLIO CORRADO intersezione con VIA MAJALI GIULIANO,"0",C,38.10933,13.360194,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Settembre,Venerdì,"23",23/09/2022,11:00:00,VIA PEREZ FRANCESCO PAOLO intersezione CORSO TUKORY,"1",F,38.10987,13.363967,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Settembre,Venerdì,"23",23/09/2022,17:45:00,VIA FORLANINI CARLO nr. 12,"0",M,38.10895,13.358348,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Settembre,Mercoledì,"28",28/09/2022,08:30:00,PIAZZA VITTORIA di fronte al civico 15,"0",C,38.111992,13.356485,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Settembre,Mercoledì,"28",28/09/2022,17:20:00,CORSO PISANI PIETRO altezza (inters.) PIAZZA INDIPENDENZA,"1",F,38.109845,13.350654,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Ottobre,Lunedi,"3",03/10/2022,17:00:00,PIAZZA INDIPENDENZA altezza del civico 9,"1",F,38.109981,13.350551,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Ottobre,Giovedì,"6",06/10/2022,16:00:00,CORSO RE RUGGERO altezza PINTA/INDIPEND.,"1",F,38.110044,13.352751,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Ottobre,Domenica,"10",10/10/2022,02:30:00,VIA LA GUMINA FRATELLI altezza 16,"0",C,38.111466,13.358383,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Ottobre,Lunedi,"31",31/10/2022,17:00:00,PIAZZA INDIPENDENZA altezza INGRESSO ARS,"1",F,38.111008,13.351423,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Novembre,Martedì,"8",08/11/2022,20:45:00,PIAZZA INDIPENDENZA altezza (inters.) CORSO RE RUGGERO,"1",F,38.110157,13.352786,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Novembre,Martedì,"15",15/11/2022,10:20:00,CORSO TUKORY di fronte al civico 6,"1",F,38.109859,13.363789,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Novembre,Giovedì,"17",17/11/2022,18:45:00,CORSO CALATAFIMI altezza del civico 81,"1",F,38.111159,13.35024,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Novembre,Lunedi,"21",21/11/2022,15:55:00,VIA PONTICELLO DEL intersezione con VIA AMODEI PIETRO,"0",C,38.113974,13.362083,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Dicembre,Lunedi,"19",19/12/2022,15:40:00,CORSO TUKORY intersezione con PIAZZA S.FRANCESCO SAVERIO,"0",C,38.108827,13.35931,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Dicembre,Mercoledì,"21",21/12/2022,08:30:00,VIA DI CRISTINA GIOVANNI intersezione con VIA MONGITORE ANTONINO,"1",F,38.110287,13.357013,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Dicembre,Sabato,"24",24/12/2022,20:30:00,PIAZZA BARONIO MANFREDI F. in prossimità di via tasauro,"1",F,38.111403,13.359848,,"69","2",Palazzo Reale o Albergaria,Palazzo Reale - Monte di Pietà,I,"2"
Gennaio,Lunedi,"17",17/01/2022,09:03:00,VIA NINA SICILIANA altezza Ing. parcheggio,"1",F,38.116921,13.33175,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Gennaio,Venerdì,"28",28/01/2022,09:10:00,VIA ALEO COSIMO a mt. SNC,"0",C,38.115757,13.330744,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Febbraio,Giovedì,"10",10/02/2022,12:10:00,VIA EUGENIO L'EMIRO intersezione VIA SCOTO MICHELE,"1",F,38.11342,13.334173,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Febbraio,Giovedì,"10",10/02/2022,21:45:00,VIALE REGIONE SICILIANA N.O. altezza maria eleonora,"1",F,38.11725,13.329228,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Febbraio,Giovedì,"17",17/02/2022,20:30:00,VIALE REGIONE SICILIANA N.O. carreggiata centrale TP metrico 1514,"0",C,38.119396,13.328801,si,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Marzo,Domenica,"27",27/03/2022,07:50:00,VIALE CASTIGLIA LUIGI intersezione VIA MULINI,"3",F,38.115774,13.339503,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Marzo,Lunedi,"28",28/03/2022,03:00:00,VIA DEGLI EMIRI di fronte al civico 2,"0",C,38.116329,13.337067,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Marzo,Giovedì,"31",31/03/2022,10:30:00,VIALE TEOCRITO altezza del civico 3,"0",C,38.116205,13.338216,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Aprile,Sabato,"2",02/04/2022,13:30:00,VIA EUGENIO L'EMIRO intersezione con VIA AGOSTINO ANTONINO,"0",C,38.113954,13.336411,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Aprile,Martedì,"12",12/04/2022,12:00:00,VIA NINA SICILIANA intersezione con VIA DEGLI EMIRI,"2",F,38.115107,13.33215,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Maggio,Giovedì,"26",26/05/2022,07:40:00,VIA DEGLI EMIRI altezza (inters.) VIA NINA SICILIANA,"1",F,38.115105,13.332165,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Maggio,Domenica,"29",29/05/2022,13:00:00,VIALE REGIONE SICILIANA altezza Villa M.Eleonor,"0",C,38.117458,13.32899,si,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Giugno,Venerdì,"18",18/06/2022,07:40:00,VIALE REGIONE SICILIANA altezza via perpignano,"0",C,38.119377,13.328995,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Giugno,Domenica,"26",26/06/2022,09:30:00,VIALE REGIONE SICILIANA N.O. altezza del civico 1701,"0",C,38.118241,13.329063,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Giugno,Lunedi,"27",27/06/2022,23:55:00,VIALE REGIONE SICILIANA N.O. altezza (spec.) perpignano,"1",F,38.119378,13.328976,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Luglio,Lunedi,"4",04/07/2022,19:30:00,VIALE REGIONE SICILIANA N.O. altezza del civico 1618,"1",F,38.11933,13.328965,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Luglio,Giovedì,"14",14/07/2022,17:30:00,VIALE REGIONE SICILIANA altezza del civico 1175,"1",F,38.113849,13.329667,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Luglio,Venerdì,"22",22/07/2022,14:46:00,VIALE REGIONE SICILIANA N.O. di fronte 1571,"5",F,38.117191,13.32922,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Luglio,Sabato,"31",31/07/2022,03:10:00,VIALE REGIONE SICILIANA N.O. intersezione VIA ALEO COSIMO,"2",F,38.115618,13.329412,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Agosto,Martedì,"9",09/08/2022,13:30:00,VIA ARCULEO ETTORE di fronte al civico 24,"0",C,38.1175,13.333614,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Agosto,Sabato,"21",21/08/2022,01:47:00,VIA ALEO COSIMO a mt. .,"0",C,38.115965,13.331892,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Settembre,Venerdì,"9",09/09/2022,14:00:00,VIA ALEO COSIMO intersezione con VIA NINA SICILIANA,"1",F,38.115945,13.331933,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Settembre,Sabato,"24",24/09/2022,14:20:00,VIA SICCHERIA QUATTRO CAMERE nr. 5,"3",F,38.112429,13.336237,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Settembre,Venerdì,"30",30/09/2022,09:35:00,VIA NINA SICILIANA intersezione VIA DEGLI EMIRI,"1",F,38.115114,13.332119,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Ottobre,Sabato,"8",08/10/2022,18:15:00,VIALE REGIONE SICILIANA N.O. carr. laterale ALTEZZA N? 1325,"0",C,38.115223,13.329463,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Ottobre,Sabato,"15",15/10/2022,22:10:00,VIA SCOTO MICHELE intersezione VIA DEGLI EMIRI,"1",F,38.115411,13.333471,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Ottobre,Martedì,"25",25/10/2022,19:10:00,VIALE REGIONE SICILIANA N.O. altezza PERPIGNANO,"1",F,38.119379,13.328818,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Ottobre,Giovedì,"28",28/10/2022,10:45:00,VIA PERPIGNANO altezza (inters.) VIA D'AQUINO RINALDO,"1",F,38.119113,13.335171,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
Novembre,Domenica,"6",06/11/2022,16:05:00,VIA D'AQUINO RINALDO altezza del civico 35,"2",F,38.117507,13.335533,,"76","22",Zisa - 4 Camere,Zisa,V,"6"
