Mese,Giorno_nome,Giorno_numero,Data,Ora,DataTime,Circoscrizione,Quartiere,UPL,Luogo,Feriti,Tipo_Sinistro,lat,lng,geocoding
Ottobre,Domenica,9,09/10/2022,18:45:00,2022-10-09T18:45:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza rampa lt Cau,2,F,38.094922,13.341362,
Ottobre,Lunedi,17,17/10/2022,16:00:00,2022-10-17T16:00:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA CAU LUSSORIO altezza 5,6,F,38.092548,13.344854,
Ottobre,Lunedi,31,31/10/2022,15:30:00,2022-10-31T15:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO intersezione VIA PELLIGRA SALVATORE,1,F,38.097926,13.346099,
Novembre,Martedì,1,01/11/2022,14:05:00,2022-11-01T14:05:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza CAPOLINEA AMAT,1,F,38.097656,13.345634,
Novembre,Mercoledì,2,02/11/2022,15:00:00,2022-11-02T15:00:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO in prossimità di DF. CIV. 104/A,1,F,38.105628,13.351632,
Novembre,Mercoledì,2,02/11/2022,15:30:00,2022-11-02T15:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIALE REGIONE SICILIANA S.E. altezza by pass,1,F,38.09559,13.336973,
Novembre,Giovedì,3,03/11/2022,15:30:00,2022-11-03T15:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza (spec.) Architettura,1,F,38.100767,13.347354,
Novembre,Sabato,5,05/11/2022,16:45:00,2022-11-05T16:45:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA VITALI VINCENZO altezza del civico 22,2,F,38.098758,13.349127,
Novembre,Domenica,6,06/11/2022,00:30:00,2022-11-06T00:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO di fronte al civico 198,0,C,38.100623,13.347546,
Novembre,Martedì,15,15/11/2022,20:30:00,2022-11-15T20:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza del civico 55,3,F,38.094672,13.340349,
Novembre,Venerdì,18,18/11/2022,13:00:00,2022-11-18T13:00:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA S.RAFFAELE ARCANGELO altezza del civico 4,1,F,38.097012,13.349836,
Novembre,Mercoledì,23,23/11/2022,18:40:00,2022-11-23T18:40:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIALE REGIONE SICILIANA pressi ponte corleone,1,F,38.091244,13.342798,
Novembre,Giovedì,24,24/11/2022,13:30:00,2022-11-24T13:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA ZAPPALA' SALVATORE intersezione con VIA ROCCELLA GUSTAVO,1,F,38.09945,13.35105,
Novembre,Lunedi,28,28/11/2022,14:05:00,2022-11-28T14:05:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BRASA in prossimità di via E. Basile,0,C,38.106631,13.352759,
Dicembre,Domenica,11,11/12/2022,04:30:00,2022-12-11T04:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA S.RAFFAELE ARCANGELO di fronte al civico 51,0,C,38.092159,13.348538,
Dicembre,Lunedi,13,13/12/2022,06:50:00,2022-12-13T06:50:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza (inters.) VIA DI BARTOLO GIUSEPPE,2,F,38.099277,13.346837,
Dicembre,Martedì,13,13/12/2022,17:30:00,2022-12-13T17:30:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIALE REGIONE SICILIANA S.E. altezza ponte corleone,0,C,38.090127,13.344274,
Dicembre,Giovedì,15,15/12/2022,15:50:00,2022-12-15T15:50:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO altezza (spec.) via Cau Lussori,1,F,38.094973,13.341362,
Dicembre,Sabato,17,17/12/2022,06:15:00,2022-12-17T06:15:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIA BASILE ERNESTO di fronte Amat,0,R,38.100267,13.347321,
Dicembre,Mercoledì,28,28/12/2022,19:15:00,2022-12-28T19:15:00.000Z,IV,Montegrappa - S. Rosalia,S.Rosalia,VIALE REGIONE SICILIANA S.E. altezza CARCERE PAGLIAR,0,C,38.092232,13.341653,
Gennaio,Venerdì,7,07/01/2022,08:40:00,2022-01-07T08:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA RESUTTANA di fronte al civico 364,1,F,38.151902,13.336608,
Gennaio,Lunedi,10,10/01/2022,17:30:00,2022-01-10T17:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA SPINELLI VINCENZO altezza 56,0,C,38.149977,13.335815,
Gennaio,Martedì,11,11/01/2022,15:25:00,2022-01-11T15:25:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA S.E. altezza TRIONFANTE,1,F,38.147483,13.327792,
Gennaio,Mercoledì,12,12/01/2022,09:15:00,2022-01-12T09:15:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DIANA s.n.c.,0,C,38.152085,13.348626,
Gennaio,Martedì,18,18/01/2022,09:30:00,2022-01-18T09:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA ASPROMONTE altezza 4309,0,C,38.142282,13.3316,si
Gennaio,Giovedì,20,20/01/2022,11:37:00,2022-01-20T11:37:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE STRASBURGO intersezione VIA FINLANDIA,2,F,38.155255,13.327719,
Gennaio,Venerdì,21,21/01/2022,08:25:00,2022-01-21T08:25:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA S.E. carr. laterale TRIONFANTE,1,F,38.147432,13.3278,si
Gennaio,Sabato,22,22/01/2022,00:15:00,2022-01-22T00:15:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA N.O. carreggiata centrale sottop belg Tp,1,F,38.149306,13.326536,si
Gennaio,Sabato,22,22/01/2022,05:30:00,2022-01-22T05:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA N.O. carreggiata centrale DIREZIONE TP,4,R,38.14676,13.328087,si
Gennaio,Lunedi,24,24/01/2022,00:01:00,2022-01-24T00:01:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA BELGIO altezza (inters.) VIA MONTE S.CALOGERO,0,C,38.150032,13.32824,
Gennaio,Lunedi,24,24/01/2022,08:50:00,2022-01-24T08:50:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DEL FANTE intersezione con VIA VILLA ROSATO,1,F,38.161541,13.334033,
Gennaio,Lunedi,24,24/01/2022,18:50:00,2022-01-24T18:50:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE STRASBURGO intersezione con VIA ALDISIO SALVATORE,1,F,38.154886,13.328398,
Gennaio,Mercoledì,26,26/01/2022,07:40:00,2022-01-26T07:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA RESTIVO EMPEDOCLE altezza del civico 78,0,C,38.145138,13.335359,
Gennaio,Domenica,30,30/01/2022,16:20:00,2022-01-30T16:20:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA VAL DI MAZARA intersezione con VIA TRINACRIA,1,F,38.149167,13.338104,
Gennaio,Lunedi,31,31/01/2022,23:10:00,2022-01-31T23:10:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA RESUTTANA altezza del civico 22,1,F,38.151419,13.337194,
Febbraio,Giovedì,3,03/02/2022,10:00:00,2022-02-03T10:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA BELGIO intersezione VIA NEBRODI(DEI),0,C,38.15032,13.328989,
Febbraio,Sabato,5,05/02/2022,20:40:00,2022-02-05T20:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DIANA intersezione con PIAZZA LEONI,0,C,38.147064,13.343895,
Febbraio,Domenica,6,06/02/2022,14:30:00,2022-02-06T14:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DEL FANTE altezza del civico 66,1,F,38.157159,13.337355,
Febbraio,Lunedi,7,07/02/2022,13:09:00,2022-02-07T13:09:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,SVINCOLO DI SALVO ROSARIO intersezione VIA BELGIO,1,F,38.148882,13.326966,si
Febbraio,Venerdì,11,11/02/2022,17:30:00,2022-02-11T17:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,PIAZZA GIOVANNI PAOLO II PAPA altezza del civico 26,0,C,38.151454,13.337176,
Febbraio,Sabato,12,12/02/2022,23:40:00,2022-02-12T23:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE ERCOLE a mt. 700 da case roc,0,C,38.161285,13.34061,si
Febbraio,Mercoledì,16,16/02/2022,12:00:00,2022-02-16T12:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DEL FANTE altezza del civico 3,1,F,38.149069,13.342865,
Febbraio,Mercoledì,23,23/02/2022,19:40:00,2022-02-23T19:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA BELGIO nr. 8,1,F,38.150006,13.328488,
Febbraio,Sabato,26,26/02/2022,16:45:00,2022-02-26T16:45:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA MONTE S.CALOGERO altezza del civico 29,0,C,38.153907,13.324111,
Marzo,Martedì,1,01/03/2022,14:10:00,2022-03-01T14:10:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA N.O. altezza (spec.) SOTT BELG - TP,0,C,38.149306,13.326536,si
Marzo,Sabato,5,05/03/2022,07:15:00,2022-03-05T07:15:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DIANA altezza (inters.) VIALE ERCOLE,0,C,38.150405,13.348621,si
Marzo,Martedì,8,08/03/2022,10:30:00,2022-03-08T10:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA BELGIO intersezione VIA NEBRODI(DEI),0,C,38.150304,13.328972,si
Marzo,Lunedi,14,14/03/2022,04:00:00,2022-03-14T04:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA AUSONIA intersezione VIA BRIUCCIA,1,F,38.151792,13.332853,
Marzo,Martedì,15,15/03/2022,11:30:00,2022-03-15T11:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA AUSONIA intersezione VIA VAL DI MAZARA,0,C,38.148443,13.335795,
Marzo,Martedì,15,15/03/2022,12:40:00,2022-03-15T12:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE STRASBURGO di fronte al civico 105,1,F,38.152404,13.330762,
Marzo,Martedì,15,15/03/2022,13:00:00,2022-03-15T13:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DE GASPERI ALCIDE nr. 24,1,F,38.150678,13.33715,
Marzo,Martedì,15,15/03/2022,20:40:00,2022-03-15T20:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA NEBRODI(DEI) intersezione con VIA POLONIA,1,F,38.15333,13.327144,
Marzo,Mercoledì,16,16/03/2022,12:40:00,2022-03-16T12:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DEL FANTE altezza piazza salerno,0,C,38.154977,13.339008,
Marzo,Giovedì,17,17/03/2022,11:45:00,2022-03-17T11:45:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DIANA in direzione di mondello VIA DELLA FAVORITA,3,F,38.151909,13.34995,
Marzo,Sabato,26,26/03/2022,12:38:00,2022-03-26T12:38:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA RESTIVO EMPEDOCLE altezza VIA SARDEGNA,0,C,38.146076,13.334839,
Marzo,Domenica,28,28/03/2022,01:00:00,2022-03-28T01:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA BELGIO altezza del civico 4,1,F,38.150661,13.329567,
Marzo,Lunedi,28,28/03/2022,12:45:00,2022-03-28T12:45:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA SARDEGNA,0,C,38.144399,13.330555,
Marzo,Lunedi,28,28/03/2022,21:45:00,2022-03-28T21:45:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA BELGIO altezza del civico 15,1,F,38.151527,13.330755,
Marzo,Martedì,29,29/03/2022,10:15:00,2022-03-29T10:15:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DE GASPERI ALCIDE intersezione PIAZZA FRANCESE MARIO,1,F,38.148516,13.331475,
Marzo,Mercoledì,30,30/03/2022,11:00:00,2022-03-30T11:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,PIAZZA GIOVANNI PAOLO II PAPA altezza del civico 1,0,C,38.152322,13.339221,
Aprile,Venerdì,1,01/04/2022,11:05:00,2022-04-01T11:05:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE STRASBURGO intersezione con VIA ALDISIO SALVATORE,0,C,38.154877,13.328448,
Aprile,Sabato,2,02/04/2022,06:00:00,2022-04-02T06:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA N.O. altezza Rot. R.Di Salvo,2,F,38.148796,13.326009,
Aprile,Lunedi,4,04/04/2022,09:00:00,2022-04-04T09:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE STRASBURGO intersezione con VIALE DE GASPERI ALCIDE,0,C,38.149121,13.332952,
Aprile,Mercoledì,6,06/04/2022,19:50:00,2022-04-06T19:50:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DE GASPERI ALCIDE intersezione con VIA AUSONIA,1,F,38.149769,13.334625,
Aprile,Venerdì,9,09/04/2022,02:40:00,2022-04-09T02:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DEL FANTE a mt. 200 case rocca,2,F,38.156669,13.337793,
Aprile,Giovedì,15,15/04/2022,02:00:00,2022-04-15T02:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA N.O. altezza (spec.) Rotonda Belgio,0,C,38.149198,13.327028,
Aprile,Sabato,16,16/04/2022,17:40:00,2022-04-16T17:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA AQUILEIA nr. 82,0,C,38.142814,13.33218,
Aprile,Domenica,17,17/04/2022,16:00:00,2022-04-17T16:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA N.O. intersezione SVINCOLO DI SALVO ROSARIO,0,C,38.148597,13.326894,
Aprile,Domenica,17,17/04/2022,18:45:00,2022-04-17T18:45:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA carr. centrale sott belgio tp,1,F,38.148597,13.326894,
Aprile,Lunedi,19,19/04/2022,07:00:00,2022-04-19T07:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DEL FANTE intersezione con VIA DEL CARABINIERE,1,F,38.149324,13.342675,
Aprile,Venerdì,22,22/04/2022,07:45:00,2022-04-22T07:45:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE CROCE ROSSA di fronte al civico 40,1,F,38.149046,13.339685,
Aprile,Venerdì,22,22/04/2022,18:00:00,2022-04-22T18:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA VILLA SOFIA altezza (inters.) VIALE CROCE ROSSA,0,C,38.153609,13.336743,
Aprile,Sabato,23,23/04/2022,10:00:00,2022-04-23T10:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE STRASBURGO altezza del civico 87,1,F,38.152035,13.331065,
Aprile,Lunedi,25,25/04/2022,17:30:00,2022-04-25T17:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DE GASPERI ALCIDE intersezione con VIA RESTIVO EMPEDOCLE,1,F,38.149124,13.333001,
Maggio,Lunedi,2,02/05/2022,18:50:00,2022-05-02T18:50:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DE GASPERI ALCIDE intersezione con PIAZZA FRANCESE MARIO,1,F,38.148492,13.331402,
Maggio,Mercoledì,4,04/05/2022,19:00:00,2022-05-04T19:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE STRASBURGO intersezione VIALE DE GASPERI ALCIDE,2,F,38.14913,13.332928,
Maggio,Giovedì,5,05/05/2022,17:15:00,2022-05-05T17:15:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA BELGIO intersezione VIALE STRASBURGO,0,M,38.151737,13.331226,
Maggio,Giovedì,5,05/05/2022,20:00:00,2022-05-05T20:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA N.O. in prossimità di 1,0,C,38.15024,13.325022,
Maggio,Sabato,7,07/05/2022,02:30:00,2022-05-07T02:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA N.O. carr. centrale direzione TP,0,C,38.1489,13.326391,
Maggio,Sabato,8,08/05/2022,02:00:00,2022-05-08T02:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA S.E. pressi sottoponte belg,0,C,38.149013,13.32629,si
Maggio,Lunedi,10,10/05/2022,09:15:00,2022-05-10T09:15:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA CASSARA' ANTONINO in prossimità di intersezione,0,C,38.151712,13.339756,si
Maggio,Sabato,14,14/05/2022,11:30:00,2022-05-14T11:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE STRASBURGO altezza del civico 131,0,C,38.15319,13.330045,
Maggio,Mercoledì,18,18/05/2022,14:10:00,2022-05-18T14:10:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE STRASBURGO intersezione con VIA DANIMARCA,1,F,38.152688,13.330523,
Maggio,Giovedì,19,19/05/2022,17:00:00,2022-05-19T17:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA direzione Trapani VIA BELGIO,0,C,38.148443,13.326822,
Maggio,Sabato,21,21/05/2022,23:15:00,2022-05-21T23:15:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA NEBRODI(DEI) altezza del civico 61/h,1,F,38.151346,13.328372,
Maggio,Lunedi,23,23/05/2022,12:30:00,2022-05-23T12:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA RESUTTANA intersezione VIA VILLA SOFIA,0,R,38.153927,13.333768,
Maggio,Lunedi,23,23/05/2022,13:45:00,2022-05-23T13:45:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA RESUTTANA altezza (inters.) VIA VILLA SOFIA,0,C,38.153927,13.333762,
Maggio,Martedì,24,24/05/2022,23:00:00,2022-05-24T23:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DE GASPERI ALCIDE altezza del civico 72,0,C,38.149551,13.334101,
Maggio,Lunedi,30,30/05/2022,12:00:00,2022-05-30T12:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA TRINACRIA altezza (spec.) 36,0,C,38.14861,13.338162,
Maggio,Lunedi,30,30/05/2022,13:00:00,2022-05-30T13:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA AUSONIA nr. 27,1,F,38147,13.33706,
Maggio,Martedì,31,31/05/2022,18:20:00,2022-05-31T18:20:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DIANA s.n.c.,0,C,38.159232,13.343163,si...?
Giugno,Domenica,5,05/06/2022,20:46:00,2022-06-05T20:46:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA DELLE MADONIE intersezione con VIA NEBRODI(DEI),1,F,38.146878,13.331144,
Giugno,Martedì,7,07/06/2022,17:15:00,2022-06-07T17:15:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DEL FANTE intersezione VIA VILLA ROSATO,1,F,38.161516,13.334031,
Giugno,Mercoledì,8,08/06/2022,16:00:00,2022-06-08T16:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DEL FANTE di fronte via cassara',1,R,38.152177,13.340943,
Giugno,Giovedì,9,09/06/2022,16:15:00,2022-06-09T16:15:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DEL FANTE s.n.c.,1,F,38.149291,13.342704,
Giugno,Venerdì,10,10/06/2022,06:30:00,2022-06-10T06:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA N.O. altezza SOTT BELGIO,0,C,38.148768,13.326542,
Giugno,Venerdì,10,10/06/2022,12:30:00,2022-06-10T12:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA NEBRODI(DEI) altezza del civico 124,1,F,38.154318,13.326521,
Giugno,Sabato,11,11/06/2022,13:30:00,2022-06-11T13:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE STRASBURGO intersezione VIA BRIUCCIA,0,C,38.151043,13.331813,
Giugno,Domenica,12,12/06/2022,00:30:00,2022-06-12T00:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DIANA a mt. 200,1,F,38.157958,13.343824,
Giugno,Giovedì,16,16/06/2022,04:45:00,2022-06-16T04:45:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DIANA altezza via rocca,1,F,38.158707,13.343426,
Giugno,Giovedì,16,16/06/2022,19:20:00,2022-06-16T19:20:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE STRASBURGO nr. 139,1,F,38.153534,13.329711,
Giugno,Venerdì,17,17/06/2022,16:20:00,2022-06-17T16:20:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA S.LORENZO altezza del civico 40,1,F,38.157602,13.331055,
Giugno,Martedì,21,21/06/2022,07:45:00,2022-06-21T07:45:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DEL FANTE nr. 1,0,C,38.147547,13.343691,
Giugno,Mercoledì,22,22/06/2022,18:15:00,2022-06-22T18:15:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DEL FANTE altezza del civico 3A,1,F,38.149098,13.342823,
Giugno,Lunedi,27,27/06/2022,11:40:00,2022-06-27T11:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,PIAZZA LEONI intersezione con VIALE DIANA,1,F,38.147122,13.343842,
Giugno,Martedì,28,28/06/2022,17:30:00,2022-06-28T17:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA TRINACRIA intersezione con VIA VAL DI MAZARA,1,F,38.149156,13.338092,
Giugno,Martedì,29,29/06/2022,08:40:00,2022-06-29T08:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA RESTIVO EMPEDOCLE intersezione con VIA VAL DI MAZARA,0,C,38.147687,13.333798,
Giugno,Mercoledì,29,29/06/2022,12:30:00,2022-06-29T12:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA RESUTTANA altezza del civico 404,1,F,38.152673,13.335546,
Giugno,Giovedì,30,30/06/2022,08:25:00,2022-06-30T08:25:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA BELGIO intersezione VIALE STRASBURGO,0,C,38.151724,13.331155,
Giugno,Giovedì,30,30/06/2022,18:00:00,2022-06-30T18:00:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,PARCO DELLA FAVORITA pressi Case Rocca,1,F,38.158737,13.343419,
Luglio,Venerdì,1,01/07/2022,18:30:00,2022-07-01T18:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA BELGIO altezza SOTTOVIA,0,C,38.149515,13.327425,
Luglio,Mercoledì,6,06/07/2022,14:10:00,2022-07-06T14:10:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,PIAZZA LEONI altezza del civico 9,2,F,38.146976,13.343558,
Luglio,Lunedi,11,11/07/2022,15:20:00,2022-07-11T15:20:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA MONTE MARIO intersezione con VIA NEBRODI(DEI),1,F,38.15245,13.327607,
Luglio,Martedì,12,12/07/2022,16:40:00,2022-07-12T16:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA NENNI PIETRO altezza (inters.) VIALE FRANCIA,0,C,38.154021,13.321065,
Luglio,Mercoledì,20,20/07/2022,11:50:00,2022-07-20T11:50:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA altezza (spec.) st.Ponte Belgio,1,F,38.148445,13.326863,
Luglio,Sabato,24,24/07/2022,02:40:00,2022-07-24T02:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DEL FANTE intersezione VIALE ERCOLE,1,F,38.14715,13.343883,
Luglio,Giovedì,28,28/07/2022,20:30:00,2022-07-28T20:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA intersezione con VIA MADRE FLORENZIA PROFILIO,1,F,38.146825,13.327507,
Luglio,Venerdì,29,29/07/2022,17:30:00,2022-07-29T17:30:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA RESUTTANA nr. 352,1,F,38.151658,13.336927,
Luglio,Domenica,31,31/07/2022,04:40:00,2022-07-31T04:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA VAL DI MAZARA altezza del civico 52,0,C,38.149079,13.337297,
Luglio,Domenica,31,31/07/2022,20:40:00,2022-07-31T20:40:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA ALDISIO SALVATORE altezza del civico 33,1,F,38.155962,13.331087,
Agosto,Martedì,2,02/08/2022,08:15:00,2022-08-02T08:15:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,PIAZZA GIOVANNI PAOLO II PAPA intersezione VIALE CROCE ROSSA,2,F,38.150639,13.33886,
Agosto,Mercoledì,3,03/08/2022,17:02:00,2022-08-03T17:02:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DE GASPERI ALCIDE altezza del civico 42,0,C,38.150005,13.33558,
Agosto,Giovedì,4,04/08/2022,15:50:00,2022-08-04T15:50:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DEL FANTE nr. 66,1,F,38.15691,13.337576,
Agosto,Sabato,6,06/08/2022,09:45:00,2022-08-06T09:45:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE DE GASPERI ALCIDE intersezione VIA AUSONIA,1,F,38.149899,13.33451,
Agosto,Sabato,6,06/08/2022,16:10:00,2022-08-06T16:10:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE STRASBURGO intersezione con VIA BELGIO,2,F,38.151743,13.331145,
Agosto,Mercoledì,10,10/08/2022,07:50:00,2022-08-10T07:50:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIA BELGIO in direzione di reg. siciliana VIA NEBRODI(DEI),1,R,38.150446,13.328908,
Agosto,Mercoledì,10,10/08/2022,09:45:00,2022-08-10T09:45:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE REGIONE SICILIANA N.O. altezza (spec.) ENI P.LE EINSTE,1,F,38.147194,13.327081,
Agosto,Mercoledì,10,10/08/2022,18:10:00,2022-08-10T18:10:00.000Z,VI,Resuttana - San Lorenzo,Resuttana,VIALE STRASBURGO intersezione VIALE PRAGA,0,C,38.151828,13.331208,
